txn_id,account_id,posted_date,amount,merchant,mcc,category_lvl1,category_lvl2
T94875,928770708090,2025-02-02,-2263.0,LandlordRent,HOU,Housing,Rent
T50982,835166303767,2025-02-20,-91.66,Grocer,GRS,Food,Groceries
T64572,517743819660,2025-02-24,-106.89,Grocer,GRS,Food,Groceries
T27146,928770708090,2025-02-17,-36.08,Grocer,GRS,Food,Groceries
T90045,835166303767,2025-02-06,-86.94,Grocer,GRS,Food,Groceries
T41136,517743819660,2025-02-24,-107.07,Grocer,GRS,Food,Groceries
T60855,835166303767,2025-02-10,-78.41,Grocer,GRS,Food,Groceries
T01834,928770708090,2025-02-24,-35.93,Restaurant,DIN,Food,Dining
T56668,928770708090,2025-02-19,-43.15,Restaurant,DIN,Food,Dining
T26876,517743819660,2025-02-23,-57.53,Restaurant,DIN,Food,Dining
T36237,517743819660,2025-02-23,-10.98,Restaurant,DIN,Food,Dining
T53738,835166303767,2025-02-07,-119.91,Pepco,UTL,Utilities,Pepco
T23250,517743819660,2025-02-20,-71.83,Verizon,UTL,Utilities,Verizon
T93211,928770708090,2025-03-15,2267.32,Employer,PAY,Income,Salary
T26804,928770708090,2025-03-29,2697.39,Employer,PAY,Income,Salary
T82829,835166303767,2025-03-02,-2539.0,LandlordRent,HOU,Housing,Rent
T69561,517743819660,2025-03-16,-31.93,Grocer,GRS,Food,Groceries
T17508,928770708090,2025-03-04,-108.34,Grocer,GRS,Food,Groceries
T17436,928770708090,2025-03-16,-45.11,Grocer,GRS,Food,Groceries
T76606,835166303767,2025-03-11,-60.95,Grocer,GRS,Food,Groceries
T49014,835166303767,2025-03-06,-84.36,Grocer,GRS,Food,Groceries
T08262,928770708090,2025-03-07,-93.74,Grocer,GRS,Food,Groceries
T67276,928770708090,2025-03-26,-22.46,Restaurant,DIN,Food,Dining
T81093,835166303767,2025-03-05,-38.83,Restaurant,DIN,Food,Dining
T19203,835166303767,2025-03-21,-20.61,Restaurant,DIN,Food,Dining
T98185,835166303767,2025-03-08,-17.06,Restaurant,DIN,Food,Dining
T47416,517743819660,2025-03-24,-30.01,Restaurant,DIN,Food,Dining
T86924,928770708090,2025-03-06,-100.77,Pepco,UTL,Utilities,Pepco
T36400,928770708090,2025-03-06,-165.74,Verizon,UTL,Utilities,Verizon
T55334,928770708090,2025-04-15,2706.91,Employer,PAY,Income,Salary
T31766,517743819660,2025-04-29,2458.18,Employer,PAY,Income,Salary
T43288,928770708090,2025-04-02,-2559.0,LandlordRent,HOU,Housing,Rent
T62799,928770708090,2025-04-22,-40.74,Grocer,GRS,Food,Groceries
T09121,835166303767,2025-04-21,-39.54,Grocer,GRS,Food,Groceries
T37448,517743819660,2025-04-26,-101.68,Grocer,GRS,Food,Groceries
T55947,928770708090,2025-04-08,-39.72,Grocer,GRS,Food,Groceries
T71423,928770708090,2025-04-22,-93.65,Grocer,GRS,Food,Groceries
T26372,835166303767,2025-04-16,-24.21,Restaurant,DIN,Food,Dining
T48162,517743819660,2025-04-25,-12.34,Restaurant,DIN,Food,Dining
T55852,928770708090,2025-04-14,-41.7,Restaurant,DIN,Food,Dining
T31571,928770708090,2025-04-15,-49.67,Restaurant,DIN,Food,Dining
T66960,928770708090,2025-04-13,-47.33,Restaurant,DIN,Food,Dining
T06827,835166303767,2025-04-24,-22.36,Restaurant,DIN,Food,Dining
T89898,835166303767,2025-04-12,-58.95,Pepco,UTL,Utilities,Pepco
T72938,835166303767,2025-04-16,-88.87,Verizon,UTL,Utilities,Verizon
T93340,835166303767,2025-05-15,2741.13,Employer,PAY,Income,Salary
T13923,928770708090,2025-05-29,2637.15,Employer,PAY,Income,Salary
T72897,835166303767,2025-05-02,-1969.0,LandlordRent,HOU,Housing,Rent
T89383,517743819660,2025-05-03,-31.17,Grocer,GRS,Food,Groceries
T08772,835166303767,2025-05-18,-66.31,Grocer,GRS,Food,Groceries
T21329,928770708090,2025-05-07,-83.86,Grocer,GRS,Food,Groceries
T17642,835166303767,2025-05-18,-54.37,Grocer,GRS,Food,Groceries
T07758,517743819660,2025-05-14,-39.68,Grocer,GRS,Food,Groceries
T33112,928770708090,2025-05-10,-115.38,Grocer,GRS,Food,Groceries
T02810,517743819660,2025-05-07,-94.75,Grocer,GRS,Food,Groceries
T18050,928770708090,2025-05-25,-36.11,Restaurant,DIN,Food,Dining
T78411,517743819660,2025-05-14,-28.6,Restaurant,DIN,Food,Dining
T67739,835166303767,2025-05-27,-21.07,Restaurant,DIN,Food,Dining
T60890,517743819660,2025-05-24,-46.04,Restaurant,DIN,Food,Dining
T71879,517743819660,2025-05-11,-142.26,Pepco,UTL,Utilities,Pepco
T45603,517743819660,2025-05-14,-125.54,Verizon,UTL,Utilities,Verizon
T97949,517743819660,2025-06-15,2561.26,Employer,PAY,Income,Salary
T93422,835166303767,2025-06-29,2428.29,Employer,PAY,Income,Salary
T15783,517743819660,2025-06-02,-2104.0,LandlordRent,HOU,Housing,Rent
T96843,517743819660,2025-06-26,-99.39,Grocer,GRS,Food,Groceries
T43517,517743819660,2025-06-13,-24.79,Grocer,GRS,Food,Groceries
T80584,928770708090,2025-06-23,-56.86,Grocer,GRS,Food,Groceries
T49311,928770708090,2025-06-17,-106.16,Grocer,GRS,Food,Groceries
T78756,835166303767,2025-06-03,-27.57,Grocer,GRS,Food,Groceries
T74224,517743819660,2025-06-08,-31.17,Grocer,GRS,Food,Groceries
T99481,517743819660,2025-06-11,-57.1,Restaurant,DIN,Food,Dining
T34404,928770708090,2025-06-13,-11.1,Restaurant,DIN,Food,Dining
T41353,928770708090,2025-06-23,-25.18,Restaurant,DIN,Food,Dining
T93760,928770708090,2025-06-24,-19.26,Restaurant,DIN,Food,Dining
T46676,517743819660,2025-06-05,-21.93,Restaurant,DIN,Food,Dining
T30641,517743819660,2025-06-19,-48.0,Restaurant,DIN,Food,Dining
T76249,835166303767,2025-06-16,-89.18,Pepco,UTL,Utilities,Pepco
T92854,928770708090,2025-06-11,-97.71,Verizon,UTL,Utilities,Verizon
T95956,928770708090,2025-07-15,2470.15,Employer,PAY,Income,Salary
T10086,835166303767,2025-07-29,2511.35,Employer,PAY,Income,Salary
T98455,517743819660,2025-07-02,-2555.0,LandlordRent,HOU,Housing,Rent
T00216,835166303767,2025-07-13,-119.12,Grocer,GRS,Food,Groceries
T77999,928770708090,2025-07-19,-28.89,Grocer,GRS,Food,Groceries
T82103,835166303767,2025-07-16,-25.65,Grocer,GRS,Food,Groceries
T41922,835166303767,2025-07-06,-106.67,Grocer,GRS,Food,Groceries
T96133,928770708090,2025-07-23,-65.13,Grocer,GRS,Food,Groceries
T80013,835166303767,2025-07-26,-43.14,Grocer,GRS,Food,Groceries
T64980,928770708090,2025-07-04,-42.82,Restaurant,DIN,Food,Dining
T35610,835166303767,2025-07-08,-33.85,Restaurant,DIN,Food,Dining
T19499,928770708090,2025-07-25,-59.11,Restaurant,DIN,Food,Dining
T22331,835166303767,2025-07-20,-53.14,Restaurant,DIN,Food,Dining
T12766,928770708090,2025-07-17,-86.04,Pepco,UTL,Utilities,Pepco
T28140,835166303767,2025-07-20,-175.93,Verizon,UTL,Utilities,Verizon
T92365,835166303767,2025-08-15,2151.0,Employer,PAY,Income,Salary
T27976,517743819660,2025-08-29,2473.17,Employer,PAY,Income,Salary
T38572,517743819660,2025-08-02,-2081.0,LandlordRent,HOU,Housing,Rent
T28224,928770708090,2025-08-04,-22.97,Grocer,GRS,Food,Groceries
T29089,517743819660,2025-08-27,-25.43,Grocer,GRS,Food,Groceries
T43823,517743819660,2025-08-22,-42.28,Grocer,GRS,Food,Groceries
T98245,928770708090,2025-08-11,-117.83,Grocer,GRS,Food,Groceries
T79167,928770708090,2025-08-26,-67.45,Grocer,GRS,Food,Groceries
T21286,517743819660,2025-08-15,-56.66,Grocer,GRS,Food,Groceries
T34296,517743819660,2025-08-23,-44.15,Grocer,GRS,Food,Groceries
T13040,835166303767,2025-08-07,-27.12,Restaurant,DIN,Food,Dining
T08828,517743819660,2025-08-03,-22.47,Restaurant,DIN,Food,Dining
T08259,835166303767,2025-08-27,-52.23,Restaurant,DIN,Food,Dining
T62349,928770708090,2025-08-10,-14.87,Restaurant,DIN,Food,Dining
T53104,517743819660,2025-08-25,-42.78,Restaurant,DIN,Food,Dining
T88343,928770708090,2025-08-08,-121.45,Pepco,UTL,Utilities,Pepco
T24271,928770708090,2025-08-08,-57.51,Verizon,UTL,Utilities,Verizon
T48369,835166303767,2025-09-15,2582.55,Employer,PAY,Income,Salary
T88184,835166303767,2025-09-29,2524.59,Employer,PAY,Income,Salary
T62247,928770708090,2025-09-02,-2748.0,LandlordRent,HOU,Housing,Rent
T02700,517743819660,2025-09-27,-113.1,Grocer,GRS,Food,Groceries
T37222,517743819660,2025-09-26,-53.29,Grocer,GRS,Food,Groceries
T05704,928770708090,2025-09-20,-27.69,Grocer,GRS,Food,Groceries
T41017,835166303767,2025-09-26,-69.32,Grocer,GRS,Food,Groceries
T40349,835166303767,2025-09-16,-74.06,Grocer,GRS,Food,Groceries
T80666,835166303767,2025-09-25,-20.09,Grocer,GRS,Food,Groceries
T79295,835166303767,2025-09-19,-52.83,Grocer,GRS,Food,Groceries
T68004,835166303767,2025-09-07,-62.39,Grocer,GRS,Food,Groceries
T74236,517743819660,2025-09-16,-32.23,Grocer,GRS,Food,Groceries
T15054,928770708090,2025-09-19,-40.36,Restaurant,DIN,Food,Dining
T97505,517743819660,2025-09-04,-48.54,Restaurant,DIN,Food,Dining
T00058,928770708090,2025-09-26,-18.24,Restaurant,DIN,Food,Dining
T53816,517743819660,2025-09-17,-43.32,Restaurant,DIN,Food,Dining
T81005,835166303767,2025-09-26,-59.89,Restaurant,DIN,Food,Dining
T42516,835166303767,2025-09-17,-45.25,Restaurant,DIN,Food,Dining
T52142,835166303767,2025-09-18,-71.41,Pepco,UTL,Utilities,Pepco
T74866,928770708090,2025-09-20,-119.53,Verizon,UTL,Utilities,Verizon
T76901,517743819660,2025-10-15,2555.39,Employer,PAY,Income,Salary
T91147,517743819660,2025-10-29,2068.94,Employer,PAY,Income,Salary
T86664,835166303767,2025-10-02,-2228.0,LandlordRent,HOU,Housing,Rent
T46545,517743819660,2025-10-06,-100.61,Grocer,GRS,Food,Groceries
T69212,835166303767,2025-10-20,-62.22,Grocer,GRS,Food,Groceries
T85714,928770708090,2025-10-12,-76.35,Grocer,GRS,Food,Groceries
T56939,835166303767,2025-10-23,-86.63,Grocer,GRS,Food,Groceries
T53995,835166303767,2025-10-17,-53.5,Grocer,GRS,Food,Groceries
T63596,517743819660,2025-10-22,-21.73,Grocer,GRS,Food,Groceries
T37807,835166303767,2025-10-11,-99.11,Grocer,GRS,Food,Groceries
T90315,517743819660,2025-10-24,-49.31,Grocer,GRS,Food,Groceries
T05753,517743819660,2025-10-13,-78.63,Grocer,GRS,Food,Groceries
T65315,835166303767,2025-10-09,-45.37,Restaurant,DIN,Food,Dining
T29352,517743819660,2025-10-09,-11.09,Restaurant,DIN,Food,Dining
T24982,928770708090,2025-10-04,-18.84,Restaurant,DIN,Food,Dining
T38200,835166303767,2025-10-15,-31.58,Restaurant,DIN,Food,Dining
T93586,928770708090,2025-10-24,-26.0,Restaurant,DIN,Food,Dining
T50368,928770708090,2025-10-10,-53.29,Pepco,UTL,Utilities,Pepco
T85774,928770708090,2025-10-16,-90.7,Verizon,UTL,Utilities,Verizon
T30946,398146424027,2024-11-15,2542.02,Employer,PAY,Income,Salary
T89120,373024334226,2024-11-29,1917.79,Employer,PAY,Income,Salary
T61412,147423594335,2024-11-02,-2404.0,LandlordRent,HOU,Housing,Rent
T07632,147423594335,2024-11-26,-88.37,Grocer,GRS,Food,Groceries
T51360,373024334226,2024-11-25,-86.48,Grocer,GRS,Food,Groceries
T61437,147423594335,2024-11-26,-46.68,Grocer,GRS,Food,Groceries
T21414,373024334226,2024-11-26,-102.06,Grocer,GRS,Food,Groceries
T69522,398146424027,2024-11-22,-65.0,Grocer,GRS,Food,Groceries
T92374,373024334226,2024-11-25,-29.15,Restaurant,DIN,Food,Dining
T42409,398146424027,2024-11-22,-34.85,Restaurant,DIN,Food,Dining
T05011,147423594335,2024-11-08,-53.86,Restaurant,DIN,Food,Dining
T40867,398146424027,2024-11-21,-31.63,Restaurant,DIN,Food,Dining
T63512,398146424027,2024-11-16,-35.7,Restaurant,DIN,Food,Dining
T38523,147423594335,2024-11-26,-49.46,Restaurant,DIN,Food,Dining
T00774,398146424027,2024-11-24,-48.03,Restaurant,DIN,Food,Dining
T96386,373024334226,2024-11-13,-77.88,Pepco,UTL,Utilities,Pepco
T39076,398146424027,2024-11-17,-112.02,Verizon,UTL,Utilities,Verizon
T21104,398146424027,2024-12-15,2645.06,Employer,PAY,Income,Salary
T80358,373024334226,2024-12-29,2701.26,Employer,PAY,Income,Salary
T09360,373024334226,2024-12-02,-2660.0,LandlordRent,HOU,Housing,Rent
T43376,373024334226,2024-12-18,-33.18,Grocer,GRS,Food,Groceries
T32679,147423594335,2024-12-18,-89.89,Grocer,GRS,Food,Groceries
T74610,147423594335,2024-12-20,-59.46,Grocer,GRS,Food,Groceries
T00111,147423594335,2024-12-11,-111.7,Grocer,GRS,Food,Groceries
T12961,147423594335,2024-12-11,-23.58,Grocer,GRS,Food,Groceries
T12089,147423594335,2024-12-06,-67.7,Grocer,GRS,Food,Groceries
T41797,147423594335,2024-12-03,-116.44,Grocer,GRS,Food,Groceries
T26217,147423594335,2024-12-14,-45.08,Grocer,GRS,Food,Groceries
T87015,398146424027,2024-12-16,-51.41,Restaurant,DIN,Food,Dining
T21659,398146424027,2024-12-11,-49.69,Restaurant,DIN,Food,Dining
T51956,373024334226,2024-12-12,-27.62,Restaurant,DIN,Food,Dining
T45132,373024334226,2024-12-10,-12.81,Restaurant,DIN,Food,Dining
T21953,373024334226,2024-12-23,-20.05,Restaurant,DIN,Food,Dining
T66802,147423594335,2024-12-24,-44.22,Restaurant,DIN,Food,Dining
T45429,398146424027,2024-12-10,-49.13,Restaurant,DIN,Food,Dining
T86384,398146424027,2024-12-15,-59.16,Pepco,UTL,Utilities,Pepco
T39123,398146424027,2024-12-06,-106.75,Verizon,UTL,Utilities,Verizon
T73540,147423594335,2025-01-15,2657.66,Employer,PAY,Income,Salary
T54920,373024334226,2025-01-29,2368.34,Employer,PAY,Income,Salary
T24675,373024334226,2025-01-02,-1932.0,LandlordRent,HOU,Housing,Rent
T23825,398146424027,2025-01-05,-69.65,Grocer,GRS,Food,Groceries
T51303,147423594335,2025-01-21,-119.09,Grocer,GRS,Food,Groceries
T38935,398146424027,2025-01-05,-69.0,Grocer,GRS,Food,Groceries
T97788,373024334226,2025-01-13,-49.23,Grocer,GRS,Food,Groceries
T43167,147423594335,2025-01-21,-45.34,Grocer,GRS,Food,Groceries
T63967,373024334226,2025-01-22,-119.22,Grocer,GRS,Food,Groceries
T25605,373024334226,2025-01-14,-43.48,Restaurant,DIN,Food,Dining
T22887,398146424027,2025-01-18,-40.8,Restaurant,DIN,Food,Dining
T71445,398146424027,2025-01-27,-16.85,Restaurant,DIN,Food,Dining
T35168,147423594335,2025-01-08,-16.92,Restaurant,DIN,Food,Dining
T98160,398146424027,2025-01-07,-30.45,Restaurant,DIN,Food,Dining
T51552,398146424027,2025-01-18,-108.08,Pepco,UTL,Utilities,Pepco
T63313,398146424027,2025-01-16,-67.12,Verizon,UTL,Utilities,Verizon
T55992,147423594335,2025-02-15,2804.57,Employer,PAY,Income,Salary
T68780,373024334226,2025-03-01,2560.43,Employer,PAY,Income,Salary
T43902,398146424027,2025-02-02,-2405.0,LandlordRent,HOU,Housing,Rent
T36855,147423594335,2025-02-06,-63.83,Grocer,GRS,Food,Groceries
T48081,373024334226,2025-02-23,-24.31,Grocer,GRS,Food,Groceries
T08884,398146424027,2025-02-07,-86.2,Grocer,GRS,Food,Groceries
T39438,373024334226,2025-02-14,-94.37,Grocer,GRS,Food,Groceries
T84686,147423594335,2025-02-22,-112.89,Grocer,GRS,Food,Groceries
T98264,398146424027,2025-02-12,-70.69,Grocer,GRS,Food,Groceries
T96828,147423594335,2025-02-27,-82.5,Grocer,GRS,Food,Groceries
T80177,373024334226,2025-02-27,-89.88,Grocer,GRS,Food,Groceries
T65444,147423594335,2025-02-20,-29.87,Restaurant,DIN,Food,Dining
T99680,373024334226,2025-02-25,-48.29,Restaurant,DIN,Food,Dining
T49810,147423594335,2025-02-27,-44.32,Restaurant,DIN,Food,Dining
T30421,147423594335,2025-02-04,-15.85,Restaurant,DIN,Food,Dining
T16548,373024334226,2025-02-07,-33.7,Restaurant,DIN,Food,Dining
T76564,398146424027,2025-02-19,-171.28,Pepco,UTL,Utilities,Pepco
T93836,398146424027,2025-02-12,-72.72,Verizon,UTL,Utilities,Verizon
T77104,147423594335,2025-03-15,2359.52,Employer,PAY,Income,Salary
T73579,398146424027,2025-03-29,2745.34,Employer,PAY,Income,Salary
T09019,147423594335,2025-03-02,-2124.0,LandlordRent,HOU,Housing,Rent
T62545,398146424027,2025-03-08,-43.62,Grocer,GRS,Food,Groceries
T54150,373024334226,2025-03-04,-59.27,Grocer,GRS,Food,Groceries
T72806,373024334226,2025-03-14,-31.68,Grocer,GRS,Food,Groceries
T65223,398146424027,2025-03-19,-26.89,Grocer,GRS,Food,Groceries
T63609,147423594335,2025-03-06,-32.87,Grocer,GRS,Food,Groceries
T31006,398146424027,2025-03-12,-108.82,Grocer,GRS,Food,Groceries
T26891,398146424027,2025-03-05,-38.99,Grocer,GRS,Food,Groceries
T41088,398146424027,2025-03-15,-40.8,Restaurant,DIN,Food,Dining
T68046,147423594335,2025-03-27,-44.85,Restaurant,DIN,Food,Dining
T84266,398146424027,2025-03-16,-19.29,Restaurant,DIN,Food,Dining
T57973,147423594335,2025-03-10,-37.19,Restaurant,DIN,Food,Dining
T08557,147423594335,2025-03-14,-38.61,Restaurant,DIN,Food,Dining
T42048,373024334226,2025-03-25,-20.16,Restaurant,DIN,Food,Dining
T26306,373024334226,2025-03-05,-16.37,Restaurant,DIN,Food,Dining
T51659,398146424027,2025-03-08,-57.39,Pepco,UTL,Utilities,Pepco
T24582,147423594335,2025-03-17,-52.64,Verizon,UTL,Utilities,Verizon
T44272,398146424027,2025-04-15,2684.22,Employer,PAY,Income,Salary
T54404,373024334226,2025-04-29,2712.35,Employer,PAY,Income,Salary
T27484,147423594335,2025-04-02,-2359.0,LandlordRent,HOU,Housing,Rent
T95253,398146424027,2025-04-21,-69.01,Grocer,GRS,Food,Groceries
T18193,147423594335,2025-04-23,-25.23,Grocer,GRS,Food,Groceries
T15091,147423594335,2025-04-09,-100.86,Grocer,GRS,Food,Groceries
T35688,373024334226,2025-04-10,-28.0,Grocer,GRS,Food,Groceries
T95107,147423594335,2025-04-18,-109.45,Grocer,GRS,Food,Groceries
T01566,373024334226,2025-04-09,-54.32,Grocer,GRS,Food,Groceries
T37498,147423594335,2025-04-24,-24.41,Restaurant,DIN,Food,Dining
T84821,373024334226,2025-04-07,-50.91,Restaurant,DIN,Food,Dining
T83217,147423594335,2025-04-07,-21.93,Restaurant,DIN,Food,Dining
T57432,398146424027,2025-04-15,-58.05,Restaurant,DIN,Food,Dining
T19983,398146424027,2025-04-17,-120.26,Pepco,UTL,Utilities,Pepco
T60474,147423594335,2025-04-20,-108.05,Verizon,UTL,Utilities,Verizon
T23458,373024334226,2025-05-15,2551.6,Employer,PAY,Income,Salary
T55577,373024334226,2025-05-29,3202.18,Employer,PAY,Income,Salary
T89356,398146424027,2025-05-02,-1883.0,LandlordRent,HOU,Housing,Rent
T77231,398146424027,2025-05-12,-73.78,Grocer,GRS,Food,Groceries
T85489,398146424027,2025-05-24,-54.88,Grocer,GRS,Food,Groceries
T84317,398146424027,2025-05-15,-80.17,Grocer,GRS,Food,Groceries
T88793,398146424027,2025-05-13,-24.79,Grocer,GRS,Food,Groceries
T42745,398146424027,2025-05-13,-49.89,Grocer,GRS,Food,Groceries
T03944,373024334226,2025-05-17,-97.98,Grocer,GRS,Food,Groceries
T86550,373024334226,2025-05-16,-19.21,Restaurant,DIN,Food,Dining
T55784,398146424027,2025-05-27,-50.93,Restaurant,DIN,Food,Dining
T91892,147423594335,2025-05-09,-31.0,Restaurant,DIN,Food,Dining
T93876,373024334226,2025-05-19,-49.48,Restaurant,DIN,Food,Dining
T36037,147423594335,2025-05-23,-21.34,Restaurant,DIN,Food,Dining
T40960,373024334226,2025-05-10,-57.4,Restaurant,DIN,Food,Dining
T73445,147423594335,2025-05-08,-76.54,Pepco,UTL,Utilities,Pepco
T65520,373024334226,2025-05-06,-165.96,Verizon,UTL,Utilities,Verizon
T92130,373024334226,2025-06-15,2604.88,Employer,PAY,Income,Salary
T80585,147423594335,2025-06-29,2606.44,Employer,PAY,Income,Salary
T89792,147423594335,2025-06-02,-2041.0,LandlordRent,HOU,Housing,Rent
T79723,398146424027,2025-06-23,-76.4,Grocer,GRS,Food,Groceries
T51313,147423594335,2025-06-20,-92.61,Grocer,GRS,Food,Groceries
T81670,373024334226,2025-06-16,-89.24,Grocer,GRS,Food,Groceries
T65439,373024334226,2025-06-04,-29.35,Grocer,GRS,Food,Groceries
T06937,398146424027,2025-06-23,-84.61,Grocer,GRS,Food,Groceries
T04412,373024334226,2025-06-05,-61.31,Grocer,GRS,Food,Groceries
T79337,398146424027,2025-06-12,-48.72,Grocer,GRS,Food,Groceries
T80384,373024334226,2025-06-19,-17.23,Restaurant,DIN,Food,Dining
T64107,398146424027,2025-06-23,-46.46,Restaurant,DIN,Food,Dining
T35347,373024334226,2025-06-18,-22.17,Restaurant,DIN,Food,Dining
T71451,398146424027,2025-06-23,-39.26,Restaurant,DIN,Food,Dining
T47866,398146424027,2025-06-06,-56.36,Pepco,UTL,Utilities,Pepco
T66057,147423594335,2025-06-13,-167.03,Verizon,UTL,Utilities,Verizon
T81194,147423594335,2025-07-15,2758.74,Employer,PAY,Income,Salary
T80017,147423594335,2025-07-29,2638.35,Employer,PAY,Income,Salary
T70144,147423594335,2025-07-02,-2656.0,LandlordRent,HOU,Housing,Rent
T40308,398146424027,2025-07-09,-42.03,Grocer,GRS,Food,Groceries
T25335,147423594335,2025-07-06,-67.79,Grocer,GRS,Food,Groceries
T15721,373024334226,2025-07-12,-113.4,Grocer,GRS,Food,Groceries
T93421,147423594335,2025-07-04,-109.84,Grocer,GRS,Food,Groceries
T16186,398146424027,2025-07-11,-27.69,Grocer,GRS,Food,Groceries
T15067,147423594335,2025-07-05,-111.37,Grocer,GRS,Food,Groceries
T31013,147423594335,2025-07-03,-73.03,Grocer,GRS,Food,Groceries
T97971,398146424027,2025-07-08,-46.89,Grocer,GRS,Food,Groceries
T50935,147423594335,2025-07-09,-17.5,Restaurant,DIN,Food,Dining
T37869,398146424027,2025-07-27,-31.59,Restaurant,DIN,Food,Dining
T95824,398146424027,2025-07-20,-17.96,Restaurant,DIN,Food,Dining
T77446,398146424027,2025-07-11,-56.48,Restaurant,DIN,Food,Dining
T30592,373024334226,2025-07-13,-21.29,Restaurant,DIN,Food,Dining
T72780,373024334226,2025-07-26,-32.82,Restaurant,DIN,Food,Dining
T48662,373024334226,2025-07-04,-59.3,Restaurant,DIN,Food,Dining
T83116,147423594335,2025-07-10,-76.69,Pepco,UTL,Utilities,Pepco
T77627,373024334226,2025-07-10,-156.75,Verizon,UTL,Utilities,Verizon
T19095,373024334226,2025-08-15,2332.64,Employer,PAY,Income,Salary
T23541,373024334226,2025-08-29,3039.51,Employer,PAY,Income,Salary
T50754,398146424027,2025-08-02,-2580.0,LandlordRent,HOU,Housing,Rent
T12215,398146424027,2025-08-14,-32.85,Grocer,GRS,Food,Groceries
T87821,398146424027,2025-08-18,-80.78,Grocer,GRS,Food,Groceries
T72991,373024334226,2025-08-23,-89.05,Grocer,GRS,Food,Groceries
T96550,147423594335,2025-08-03,-89.16,Grocer,GRS,Food,Groceries
T02429,373024334226,2025-08-13,-105.56,Grocer,GRS,Food,Groceries
T42421,147423594335,2025-08-06,-87.26,Grocer,GRS,Food,Groceries
T52550,147423594335,2025-08-15,-31.24,Grocer,GRS,Food,Groceries
T96693,373024334226,2025-08-17,-40.62,Grocer,GRS,Food,Groceries
T91719,398146424027,2025-08-27,-53.34,Restaurant,DIN,Food,Dining
T80248,373024334226,2025-08-18,-19.65,Restaurant,DIN,Food,Dining
T69022,147423594335,2025-08-12,-15.48,Restaurant,DIN,Food,Dining
T62732,373024334226,2025-08-06,-129.75,Pepco,UTL,Utilities,Pepco
T72152,398146424027,2025-08-19,-103.08,Verizon,UTL,Utilities,Verizon
T41071,373024334226,2025-09-15,2221.87,Employer,PAY,Income,Salary
T99684,373024334226,2025-09-29,2414.69,Employer,PAY,Income,Salary
T83632,373024334226,2025-09-02,-1981.0,LandlordRent,HOU,Housing,Rent
T25737,147423594335,2025-09-09,-80.7,Grocer,GRS,Food,Groceries
T44904,373024334226,2025-09-22,-30.74,Grocer,GRS,Food,Groceries
T89088,373024334226,2025-09-11,-116.43,Grocer,GRS,Food,Groceries
T25609,398146424027,2025-09-23,-53.74,Grocer,GRS,Food,Groceries
T43463,147423594335,2025-09-26,-26.15,Grocer,GRS,Food,Groceries
T79190,373024334226,2025-09-14,-43.6,Restaurant,DIN,Food,Dining
T05349,398146424027,2025-09-08,-14.54,Restaurant,DIN,Food,Dining
T74532,147423594335,2025-09-14,-11.85,Restaurant,DIN,Food,Dining
T64172,147423594335,2025-09-27,-15.62,Restaurant,DIN,Food,Dining
T59929,373024334226,2025-09-14,-36.56,Restaurant,DIN,Food,Dining
T29656,398146424027,2025-09-21,-53.03,Restaurant,DIN,Food,Dining
T70042,373024334226,2025-09-17,-17.96,Restaurant,DIN,Food,Dining
T12454,373024334226,2025-09-13,-151.63,Pepco,UTL,Utilities,Pepco
T63626,398146424027,2025-09-07,-159.98,Verizon,UTL,Utilities,Verizon
T07651,147423594335,2025-10-15,2752.59,Employer,PAY,Income,Salary
T14582,373024334226,2025-10-29,2553.09,Employer,PAY,Income,Salary
T93148,398146424027,2025-10-02,-2636.0,LandlordRent,HOU,Housing,Rent
T26227,373024334226,2025-10-25,-118.88,Grocer,GRS,Food,Groceries
T05360,398146424027,2025-10-22,-45.77,Grocer,GRS,Food,Groceries
T04338,398146424027,2025-10-17,-77.2,Grocer,GRS,Food,Groceries
T27027,373024334226,2025-10-21,-21.14,Grocer,GRS,Food,Groceries
T08922,398146424027,2025-10-08,-53.61,Grocer,GRS,Food,Groceries
T01612,147423594335,2025-10-17,-106.71,Grocer,GRS,Food,Groceries
T22048,373024334226,2025-10-12,-57.41,Grocer,GRS,Food,Groceries
T37509,147423594335,2025-10-10,-37.24,Grocer,GRS,Food,Groceries
T19699,147423594335,2025-10-16,-56.86,Restaurant,DIN,Food,Dining
T62226,147423594335,2025-10-14,-47.87,Restaurant,DIN,Food,Dining
T05536,398146424027,2025-10-11,-18.61,Restaurant,DIN,Food,Dining
T96188,398146424027,2025-10-16,-52.47,Restaurant,DIN,Food,Dining
T47659,373024334226,2025-10-16,-17.36,Restaurant,DIN,Food,Dining
T97729,373024334226,2025-10-16,-179.88,Pepco,UTL,Utilities,Pepco
T61948,398146424027,2025-10-17,-73.64,Verizon,UTL,Utilities,Verizon
T54055,206114034496,2024-11-15,2426.87,Employer,PAY,Income,Salary
T52723,322122331710,2024-11-29,2341.63,Employer,PAY,Income,Salary
T77859,322122331710,2024-11-02,-2634.0,LandlordRent,HOU,Housing,Rent
T07822,206114034496,2024-11-16,-35.5,Grocer,GRS,Food,Groceries
T58246,973386550081,2024-11-27,-93.45,Grocer,GRS,Food,Groceries
T33877,206114034496,2024-11-06,-99.3,Grocer,GRS,Food,Groceries
T73603,973386550081,2024-11-17,-36.76,Grocer,GRS,Food,Groceries
